Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,job_state,same_state,age,python_yn,R_yn,spark,aws,excel,num_comp
Principal Data Scientist (Computational Chemistry),140.5,4.7,Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,0,0,UT,1,7,1,0,0,1,0,0
Data Scientist,116.5,3.6,Citi,"Jersey City, NJ","New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,0,0,NJ,0,208,0,0,0,0,1,0
Principal Machine Learning Scientist,232.5,4.7,Sage Intacct,"San Francisco, CA","San Jose, CA",501 to 1000 employees,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,CA,0,21,1,0,0,0,0,0
Data Scientist,120.5,3.5,Scale AI,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,CA,1,4,1,0,0,0,0,0
Product Engineer – Data Science,82.0,3.5,Esri,"Arlington, VA","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,VA,0,51,1,0,0,0,0,1
"Principal Scientist, Chemistry & Immunology",84.5,3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,NY,1,6,0,0,0,0,0,0
Data Scientist,153.0,2.7,Change Healthcare,"Emeryville, CA","Nashville, TN",10000+ employees,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,CA,0,13,1,0,1,1,0,0
Data Scientist,127.0,3.4,MZ,"Palo Alto, CA","Palo Alto, CA",501 to 1000 employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,CA,1,12,1,0,1,0,0,0
Data Scientist,85.5,4.7,HG Insights,"Santa Barbara, CA","Santa Barbara, CA",51 to 200 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,CA,1,10,1,0,1,0,1,0
Data Scientist,76.5,2.8,"1-800-FLOWERS.COM, Inc.","Carle Place, NY","Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),-1,0,0,NY,1,44,1,0,0,0,1,0
Data Scientist,128.0,3.5,CBS Interactive,"New York, NY","San Francisco, CA",1001 to 5000 employees,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),"NBCUniversal, Comcast, Netflix",0,0,NY,0,28,1,0,1,0,0,3
Data Engineer,91.5,3.2,"Numeric, LLC","King of Prussia, PA","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,PA,0,-1,1,0,1,1,1,0
"Scientist/Senior Scientist, Autoimmune",134.5,4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,MA,1,7,0,0,0,0,0,0
Data Scientist,164.5,3.3,Samba TV,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,CA,1,12,0,0,0,0,0,0
Software Engineer - Data Visualization,93.5,4.0,ClearEdge,"Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,0,0,MD,1,18,0,0,0,0,1,0
Market Data Analyst,44.0,3.4,SV Microwave,"West Palm Beach, FL","West Palm Beach, FL",201 to 500 employees,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),-1,0,0,FL,1,29,0,0,0,0,0,0
Staff Data Engineer,149.5,3.8,Sumo Logic,"Austin, TX","Redwood City, CA",501 to 1000 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Splunk, Datadog, Elastic",0,0,TX,0,10,0,0,1,1,0,3
Associate Data Engineer,65.5,3.5,EAB,"Washington, DC","Washington, DC",1001 to 5000 employees,2007,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,0,0,DC,1,13,0,0,1,1,1,0
Data Engineer,109.0,4.4,SpringML,"Herndon, VA","Pleasanton, CA",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,VA,0,5,1,0,1,0,0,0
Staff Data Engineer,177.0,3.7,Samsung Research America,"Mountain View, CA","Mountain View, CA",1001 to 5000 employees,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"Sony, LG Electronics, Nokia",0,0,CA,1,32,1,0,1,1,0,3
Data Scientist,107.0,4.7,Systems & Technology Research,"Arlington, VA","Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1,0,0,VA,0,10,1,0,1,0,1,0
Data Scientist,154.5,4.1,Netskope,"Santa Clara, CA","Santa Clara, CA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Skyhigh Networks, Zscaler, NortonLifeLock",0,0,CA,1,8,1,0,1,0,1,3
Data Scientist,113.5,4.0,Lorven Technologies Inc,"Santa Clara, CA","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,0,0,CA,0,-1,1,0,1,0,0,0
Senior Data Scientist,124.5,3.5,Brighthouse Financial,"Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,0,0,NC,1,3,1,0,1,0,1,0
Data Scientist,143.5,2.5,CareDx,"Brisbane, CA","Brisbane, CA",1 to 50 employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Sequenom,0,0,CA,1,-1,1,0,0,0,1,1
Data Scientist,113.5,3.9,Serigor Inc.,"San Francisco, CA","Baltimore, MD",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,0,0,CA,0,-1,1,0,0,0,0,0
Data Scientist,101.5,3.4,Leidos,"Springfield, VA","Reston, VA",10000+ employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,VA,0,51,1,0,0,1,0,0
"Data Analyst, Performance Partnership",73.0,3.6,Beckman Coulter Diagnostics,"New York, NY","Brea, CA",10000+ employees,1935,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"Abbott Laboratories, Roche, Thermo Fisher Scientific",0,0,NY,0,85,0,0,0,1,1,3
Data Scientist,80.5,3.5,IHS Markit,"New York, NY","London, United Kingdom",10000+ employees,2016,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),"Thomson Reuters, International Data Group",0,0,NY,0,4,1,0,0,1,0,2
Data Scientist,110.5,-1.0,ALIN,"New York, NY","Noida, India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,NY,0,-1,1,0,0,0,0,0
Staff BI and Data Engineer,114.0,2.9,Affinity Solutions,"San Jose, CA","New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee",0,0,CA,0,22,1,0,1,0,0,3
Data Scientist,139.5,3.5,e-IT Professionals Corp.,"Foster City, CA","Canton, MI",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),-1,0,0,CA,0,-1,1,0,0,0,0,0
Data Scientist,145.5,4.8,TechProjects,"New York, NY","North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,NY,0,9,1,0,0,0,1,0
Data Scientist,87.0,4.0,Biz2Credit Inc,"New York, NY","New York, NY",201 to 500 employees,2007,Company - Private,Lending,Finance,$100 to $500 million (USD),"Fundera, Bond Street, OnDeck",0,0,NY,1,13,0,0,0,0,1,3
Data Scientist,100.5,4.2,PeoplesBank,"Holyoke, MA","Holyoke, MA",201 to 500 employees,1885,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1,0,0,MA,1,135,0,0,0,0,1,0
Data Scientist Manager,147.0,3.8,Capgemini,"New York, NY","Paris, France",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Accenture, CGI, Sopra Steria",0,0,NY,0,53,1,0,1,0,1,3
Data Engineer,110.5,3.7,GNY Insurance Companies,"New York, NY","New York, NY",201 to 500 employees,1914,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),"Travelers, Chubb, Crum & Forster",0,0,NY,1,106,1,0,0,0,1,3
Marketing Data Analyst,49.0,3.9,Citadel Federal Credit Union,"Exton, PA","Exton, PA",501 to 1000 employees,1937,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"TruMark Financial, North Island Credit Union, CommunityAmerica Credit Union",0,0,PA,1,83,1,0,0,0,0,3
Data Scientist,94.0,4.6,"Conch Technologies, Inc","Waltham, MA","Memphis, TN",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,0,0,MA,0,-1,1,0,1,1,0,0
Senior Data Scientist,123.5,4.3,Medidata Solutions,"New York, NY","New York, NY",1001 to 5000 employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),Oracle,0,0,NY,1,21,1,0,0,1,0,1
"Principal Scientist, Hematology",84.5,3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,NY,1,6,0,0,0,0,0,0
Data Analyst,71.0,3.7,CALIBRE Systems,"Alexandria, VA","Alexandria, VA",501 to 1000 employees,1989,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"CSC, Booz Allen Hamilton, ManTech",0,0,VA,1,31,0,0,0,0,1,3
Software Data Engineer - College,73.0,4.0,HP Inc.,"Corvallis, OR","Palo Alto, CA",10000+ employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,OR,0,81,0,0,0,0,0,0
"Director - Data, Privacy and AI Governance",101.0,3.6,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,MA,0,169,0,0,0,0,0,0
Staff Machine Learning Engineer,181.0,3.9,Tapjoy,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,CA,1,13,1,0,1,0,0,2
Data Scientist,109.5,3.7,Northrop Grumman,"San Diego, CA","Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,CA,0,81,0,0,0,0,1,0
Lead Data Scientist,184.5,3.7,Visa Inc.,"Bellevue, WA","Foster City, CA",10000+ employees,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),"American Express, Mastercard, Discover",0,0,WA,0,62,1,0,0,0,1,3
Senior Data Scientist - Algorithms,165.0,3.9,Quartet Health,"New York, NY","New York, NY",201 to 500 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,NY,1,6,1,0,0,0,0,0
Information Security Data Analyst,61.0,3.7,Motorola Solutions,"Chicago, IL","Chicago, IL",10000+ employees,1928,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Cisco Systems, Huawei Technologies, IBM",0,0,IL,1,92,1,0,1,0,0,3
Lead Data Engineer,205.0,4.1,Credit Sesame,"Mountain View, CA","Mountain View, CA",51 to 200 employees,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),"Credit Karma, LendUp, SoFi",0,0,CA,1,10,1,0,1,1,0,3
Data Analyst,59.5,3.1,Success Academy Charter Schools,"New York, NY","New York, NY",1001 to 5000 employees,2006,School / School District,K-12 Education,Education,$100 to $500 million (USD),-1,0,0,NY,1,14,1,0,0,0,1,0
Scientist Manufacturing - Kentucky BioProcessing,103.5,3.1,Reynolds American,"Owensboro, KY","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,KY,0,145,0,0,0,0,0,0
Consultant - Analytics Consulting,62.5,3.0,Infosys,"Hartford, CT","Bengaluru, India",10000+ employees,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",0,0,CT,0,39,0,0,0,0,1,3
Data Analytics Project Manager,63.0,3.6,MassMutual,"Springfield, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,MA,1,169,0,0,0,0,1,0
Data Analyst,66.0,3.6,AXION Healthcare Solutions,"New York, NY","New York, NY",1 to 50 employees,1980,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),"The Execu|Search Group, Prime Staffing",0,0,NY,1,40,0,0,0,0,1,2
Data Engineer,94.5,3.5,Alignment Healthcare,"Orange, CA","Orange, CA",501 to 1000 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,CA,1,7,1,0,1,1,1,0
Data Scientist,75.5,4.2,ExecOnline,"New York, NY","New York, NY",51 to 200 employees,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,"Harvard Business School, Coursera, edX",0,0,NY,1,8,1,0,0,1,0,3
Machine Learning Engineer,87.0,4.0,Mteq,"Fort Belvoir, VA","Lorton, VA",501 to 1000 employees,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Harris, Fibertek",0,0,VA,0,66,1,0,0,0,0,2
Senior Data Scientist Oncology,140.0,3.9,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,MD,0,107,1,0,0,0,1,3
Data Scientist,86.0,3.7,Brillient,"Silver Spring, MD","Reston, VA",201 to 500 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,0,MD,0,14,1,0,0,0,1,0
Senior Data Scientist,116.5,4.4,Entefy,"Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,CA,1,8,1,0,0,0,0,0
Senior Scientist (Neuroscience),154.5,3.5,Sunovion,"Marlborough, MA","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",0,0,MA,1,10,1,0,0,0,1,3
Machine Learning Engineer - Regulatory,87.0,3.7,Cboe Global Markets,"Lenexa, KS","Chicago, IL",501 to 1000 employees,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),-1,0,0,KS,0,47,1,0,0,0,1,0
Marketing Data Analyst,48.5,3.6,San Manuel Casino,"Highland, CA","Highland, CA",1001 to 5000 employees,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),-1,0,0,CA,1,34,0,0,0,0,1,0
Data Engineer,80.0,3.4,Trace3,"Houston, TX","Irvine, CA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"World Wide Technology, Presidio, Optiv",0,0,TX,0,18,1,0,1,0,1,3
Medical Laboratory Scientist,21.5,4.0,Texas Health Huguley Hospital,"Burleson, TX","Arlington, TX",1001 to 5000 employees,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,1,0,TX,0,43,0,0,0,1,0,0
R&D Specialist/ Food Scientist,52.5,2.4,Teasdale Latin Foods,"Hoopeston, IL","Flower Mound, TX",501 to 1000 employees,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,0,0,IL,0,-1,0,0,0,0,0,0
Principal Data Scientist,173.0,3.7,Northrop Grumman,"San Jose, CA","Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,CA,0,81,1,0,0,0,0,0
Data Engineer,68.5,3.5,Saama Technologies Inc,"Phoenix, AZ","Campbell, CA",501 to 1000 employees,1997,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Accenture, Deloitte, IBM",0,0,AZ,0,23,1,0,1,0,0,3
Data Scientist - Alpha Insights,172.0,4.4,Two Sigma,"New York, NY","New York, NY",1001 to 5000 employees,2001,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,0,0,NY,1,19,0,0,0,0,0,0
"Data Scientist, Office of Data Science",114.5,3.3,Liberty Mutual Insurance,"Boston, MA","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,MA,1,108,1,0,0,0,0,3
"Associate Principal Scientist, Pharmacogenomics",95.0,3.9,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,MD,0,107,0,0,0,0,0,3
Data Scientist - Systems Engineering,69.5,3.2,MITRE,"Bedford, MA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,MA,1,62,1,0,0,0,1,3
Data Engineer,64.5,3.2,Guidepoint,"New York, NY","New York, NY",501 to 1000 employees,2003,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,"Coleman Research, AlphaSights, Third Bridge",0,0,NY,1,17,1,0,0,1,1,3
"Scientist, Bacteriology",111.5,2.1,Cerus Corporation,"Concord, CA","Concord, CA",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,CA,1,-1,0,0,0,0,1,0
Data Scientist,97.5,4.0,Strategic Financial Solutions,"New York, NY","New York, NY",501 to 1000 employees,2007,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,"National Debt Relief, Freedom Financial Network",0,0,NY,1,13,1,0,0,0,1,2
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",154.5,3.7,Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,MA,0,239,0,0,1,1,1,3
Senior Research Scientist-Machine Learning,124.0,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,PA,1,36,0,0,0,0,0,0
Data Scientist,95.0,3.4,"Remedy BPCI Partners, LLC.","New York, NY","Norwalk, CT",201 to 500 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Healthfirst (New York), naviHealth",0,0,NY,0,9,1,0,1,1,0,2
Senior Data Scientist,128.5,4.4,Maven Wave Partners,"Chicago, IL","Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,0,IL,1,12,1,0,0,1,1,0
Principal Data Scientist,194.0,3.2,The Climate Corporation,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Granular, Intuit, John Deere",0,0,CA,1,14,0,0,0,1,1,3
Data Scientist,104.5,3.5,Crossix Solutions,"New York, NY","New York, NY",201 to 500 employees,2005,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,NY,1,15,1,0,1,1,1,0
Clinical Laboratory Scientist,31.5,3.7,Vail Health,"Vail, CO","Vail, CO",501 to 1000 employees,1966,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,1,0,CO,1,54,0,0,0,0,0,0
Data Engineer - Consultant (Charlotte Based),85.5,4.2,Clarity Insights,"Charlotte, NC","Chicago, IL",201 to 500 employees,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,NC,0,12,1,0,0,0,1,0
"Data Analyst 1, full-time contract worker for up to 12 months",50.0,4.2,The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT","Salt Lake City, UT",10000+ employees,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,0,0,UT,1,-1,0,0,0,1,1,0
Data Engineer,113.0,3.1,NCSOFT,"Aliso Viejo, CA","Seoul, South Korea",1001 to 5000 employees,1997,Company - Public,Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts",0,0,CA,0,23,1,0,1,1,1,3
"Scientist, Immuno-Oncology",90.5,3.9,GSK,"Cambridge, MA","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",0,0,MA,0,190,0,0,0,1,0,3
Senior Data Scientist,153.0,4.3,Factual,"Los Angeles, CA","Los Angeles, CA",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Foursquare,0,0,CA,1,12,1,0,1,0,1,1
Products Data Analyst II,123.5,3.3,TriNet,"Dublin, CA","Dublin, CA",1001 to 5000 employees,1988,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),"Paychex, Insperity, ADP",0,0,CA,1,32,0,0,0,0,1,3
Lead Data Analyst,47.0,3.9,Signpost,"New York, NY","New York, NY",201 to 500 employees,2010,Company - Private,Internet,Information Technology,$10 to $25 million (USD),-1,0,0,NY,1,10,0,0,1,0,0,0
Analytics Manager - Data Mart,64.0,3.5,Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,CA,1,24,0,0,0,0,0,0
Data Science Engineer - Mobile,162.0,4.0,Adobe,"San Jose, CA","San Jose, CA",10000+ employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Apple, Microsoft",0,0,CA,1,38,1,0,0,0,1,2
Senior Data Scientist - R&D Oncology,137.0,3.9,AstraZeneca,"New York, NY","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,NY,0,107,1,0,0,0,0,3
Sr. Data Engineer - Contract-to-Hire (Java),98.0,3.0,Pilot Flying J Travel Centers LLC,"Knoxville, TN","Knoxville, TN",10000+ employees,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,0,TN,1,62,1,0,0,0,0,3
Data Scientist,115.0,3.7,Swiss Re,"Armonk, NY","Zurich, Switzerland",10000+ employees,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Munich Re, Hannover RE, SCOR",0,0,NY,0,157,1,0,0,0,1,3
Senior Data Scientist,133.5,3.5,Sartorius,"Arvada, CO","Gottingen, Germany",5001 to 10000 employees,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1,0,0,CO,0,150,1,0,0,0,1,0
Data Engineer,99.0,4.0,Pinnacol Assurance,"Denver, CO","Denver, CO",501 to 1000 employees,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,CO,1,105,1,0,0,1,0,0
Food Scientist - Developer,54.0,3.3,Palermo's Pizza,"Milwaukee, WI","Milwaukee, WI",501 to 1000 employees,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,0,0,WI,1,56,0,0,0,0,0,0
Senior Data Engineer,109.0,3.2,Equian LLC,"Franklin, TN","Indianapolis, IN",1001 to 5000 employees,2004,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,TN,0,16,0,0,0,1,1,0
Data Engineer,109.0,3.4,MetroStar Systems,"Rockville, MD","Reston, VA",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,0,MD,0,21,0,0,0,1,0,0
Senior Data Scientist,139.5,4.4,MathWorks,"Natick, MA","Natick, MA",1001 to 5000 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),-1,0,0,MA,1,36,1,0,0,0,0,0
"Director II, Data Science - GRM Actuarial",254.0,3.3,Liberty Mutual Insurance,"Chicago, IL","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,IL,0,108,1,0,0,0,0,3
Machine Learning Engineer,125.0,3.2,Information Builders,"New York, NY","New York, NY",1001 to 5000 employees,1975,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Qlik, Tableau Software, Informatica",0,0,NY,1,45,1,0,0,1,1,3
"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",106.5,3.8,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,MA,0,24,1,0,0,0,0,0
"Scientist, Molecular/Cellular Biologist",73.0,2.9,Audentes Therapeutics,"South San Francisco, CA","San Francisco, CA",201 to 500 employees,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"BioMarin Pharmaceutical, Sangamo Therapeutics, bluebird bio",0,0,CA,0,8,0,0,0,0,0,3
Staff Scientist-Downstream Process Development,81.0,2.7,Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,MD,1,59,0,0,0,0,1,0
MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,27.5,3.6,Beebe Healthcare,"Millville, DE","Lewes, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,1,0,DE,0,85,0,0,0,0,0,0
Scientist - Analytical Services,99.5,3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,NC,1,145,0,0,0,0,1,0
Associate Data Analyst- Graduate Development Program,45.5,3.3,National Interstate,"Richfield, OH","Richfield, OH",501 to 1000 employees,1989,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,OH,1,31,0,0,0,0,0,0
